,H_TEAM,H_TEAM1,H_H/A,H_TEAM2,GAMEDATE,H_W/L,H_MIN,H_PTS,H_FGM,H_FGA,H_FG%,H_3PM,H_3PA,H_3P%,H_FTM,H_FTA,H_FT%,H_OREB,H_DREB,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PF,H_+/-,A_TEAM,A_TEAM1,A_H/A,A_TEAM2,GAMEDATE,A_W/L,A_MIN,A_PTS,A_FGM,A_FGA,A_FG%,A_3PM,A_3PA,A_3P%,A_FTM,A_FTA,A_FT%,A_OREB,A_DREB,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PF,A_+/-
7348,MIN,MIN,vs,LAC,2018-01-22,L,48,104,41,96,42.7,10,26,38.5,12,14,85.7,12,30,42,30,17,9,4,23,-10,LAC,LAC,@,MIN,2018-01-22,W,48,114,38,82,46.3,12,30,40.0,26,32,81.3,13,36,49,23,18,8,4,18,10
7349,MIN,MIN,vs,MIA,2018-01-22,L,48,92,34,81,42.0,10,23,43.5,14,19,73.7,7,24,31,16,15,7,3,24,-19,MIA,MIA,@,MIN,2018-01-22,W,48,111,42,77,54.5,4,13,30.8,23,30,76.7,9,37,46,26,18,8,3,20,19
7350,MIN,MIN,vs,BOS,2018-01-22,W,48,110,40,83,48.2,5,18,27.8,25,27,92.6,4,27,31,30,10,10,4,11,10,BOS,BOS,@,MIN,2018-01-22,L,48,100,42,81,51.9,7,16,43.8,9,14,64.3,7,30,37,25,17,4,3,21,-10
7351,MIN,MIN,vs,TOR,2018-01-22,L,48,99,41,77,53.2,5,14,35.7,12,19,63.2,7,25,32,21,13,7,5,14,-14,TOR,TOR,@,MIN,2018-01-22,W,48,113,42,76,55.3,13,30,43.3,16,23,69.6,8,26,34,25,13,8,3,18,14
7352,MIN,MIN,vs, SAC,2018-01-22,L,48,117,39,87,44.8,9,27,33.3,30,38,78.9,10,31,41,27,11,8,4,23,-6,SAC,SAC,@,MIN,2018-01-22,W,48,123,44,78,56.4,11,19,57.9,24,33,72.7,7,33,40,27,17,5,4,27,6
7353,MIN,MIN,vs, UTA,2018-01-22,L,48,97,38,90,42.2,8,24,33.3,13,14,92.9,7,25,32,19,14,10,1,17,-24,UTA,UTA,@,MIN,2018-01-22,W,48,121,46,76,60.5,11,28,39.3,18,25,72.0,6,39,45,29,17,8,7,19,24
7354,MIN,MIN,vs, POR,2018-01-22,L,48,122,47,96,49.0,11,29,37.9,17,19,89.5,10,27,37,29,9,8,3,19,-10,POR,POR,@,MIN,2018-01-22,W,48,132,50,91,54.9,15,30,50.0,17,24,70.8,15,35,50,31,14,6,9,17,10
7355,MIN,MIN,vs,MEM,2018-01-22,W,48,102,43,81,53.1,5,16,31.3,11,16,68.8,12,34,46,31,15,8,6,13,14,MEM,MEM,@,MIN,2018-01-22,L,48,88,40,95,42.1,4,11,36.4,4,6,66.7,11,27,38,24,11,6,3,15,-14
7356,MIN,MIN,vs,ORL,2018-01-22,L,48,84,29,64,45.3,1,11,9.1,25,32,78.1,3,27,30,15,20,8,6,17,-13,ORL,ORL,@,MIN,2018-01-22,W,48,97,40,92,43.5,6,21,28.6,11,17,64.7,20,33,53,23,19,12,1,24,13
7357,MIN,MIN,vs, DAL,2018-01-22,L,48,78,29,71,40.8,4,21,19.0,16,18,88.9,6,35,41,20,18,8,4,18,-10,DAL,DAL,@,MIN,2018-01-22,W,48,88,32,83,38.6,14,40,35.0,10,17,58.8,15,29,44,19,11,6,4,17,10
7358,MIN,MIN,vs, POR,2018-01-22,W,48,110,41,84,48.8,4,9,44.4,24,28,85.7,12,32,44,26,11,3,5,18,1,POR,POR,@,MIN,2018-01-22,L,48,109,38,86,44.2,11,32,34.4,22,25,88.0,11,24,35,24,5,7,9,18,-1
7359,MIN,MIN,vs,GSW,2018-01-22,L,48,94,37,87,42.5,9,31,29.0,11,16,68.8,13,36,49,20,19,5,5,14,-3,GSW,GSW,@,MIN,2018-01-22,W,48,97,41,86,47.7,4,16,25.0,11,16,68.8,8,29,37,24,12,11,8,17,3
7360,MIN,MIN,vs,TOR,2018-01-22,L,48,93,30,67,44.8,3,15,20.0,30,40,75.0,7,33,40,23,14,9,3,17,-2,TOR,TOR,@,MIN,2018-01-22,W,48,95,40,85,47.1,4,15,26.7,11,16,68.8,11,29,40,18,14,6,6,26,2
7361,MIN,MIN,vs, MIA,2018-01-22,W,48,111,43,86,50.0,8,24,33.3,17,21,81.0,9,34,43,25,19,10,2,18,2,MIA,MIA,@,MIN,2018-01-22,L,48,109,45,88,51.1,10,34,29.4,9,12,75.0,9,29,38,24,17,10,6,23,-2
7362,MIN,MIN,vs,PHX,2018-01-22,L,48,98,38,87,43.7,6,13,46.2,16,18,88.9,9,29,38,20,14,11,3,16,-10,PHX,PHX,@,MIN,2018-01-22,W,48,108,44,84,52.4,5,23,21.7,15,18,83.3,7,37,44,26,15,9,3,14,10
7363,MIN,MIN,vs,DET,2018-01-22,W,48,107,36,83,43.4,6,14,42.9,29,38,76.3,15,23,38,23,15,16,6,20,6,DET,DET,@,MIN,2018-01-22,L,48,101,40,75,53.3,6,15,40.0,15,21,71.4,11,30,41,22,24,10,6,25,-6
7364,MIN,MIN,vs, OKC,2018-01-22,L,48,126,46,85,54.1,10,23,43.5,24,29,82.8,6,26,32,29,13,9,5,24,-6,OKC,OKC,@,MIN,2018-01-22,W,48,132,48,92,52.2,14,34,41.2,22,26,84.6,14,32,46,27,14,6,4,30,6
7365,MIN,MIN,vs,SAS,2018-01-22,W,48,110,42,91,46.2,5,15,33.3,21,26,80.8,16,36,52,23,16,9,3,18,19,SAS,SAS,@,MIN,2018-01-22,L,48,91,36,81,44.4,4,17,23.5,15,25,60.0,11,26,37,19,16,8,7,22,-19
7366,MIN,MIN,vs,PHX,2018-01-21,L,48,90,32,83,38.6,6,22,27.3,20,23,87.0,10,27,37,17,14,7,2,19,-24,PHX,PHX,@,MIN,2018-01-21,W,48,114,47,82,57.3,7,20,35.0,13,16,81.3,5,35,40,27,17,4,7,19,24
7367,MIN,MIN,vs,CHI,2018-01-21,L,48,87,34,80,42.5,4,17,23.5,15,16,93.8,11,29,40,16,14,5,5,14,-15,CHI,CHI,@,MIN,2018-01-21,W,48,102,41,82,50.0,11,21,52.4,9,12,75.0,9,28,37,29,14,4,8,18,15
7368,MIN,MIN,vs, MEM,2018-01-21,W,48,113,42,87,48.3,7,22,31.8,22,26,84.6,18,34,52,27,18,10,7,18,19,MEM,MEM,@,MIN,2018-01-21,L,48,94,35,85,41.2,5,18,27.8,19,21,90.5,10,25,35,20,17,11,5,20,-19
7369,MIN,MIN,vs, TOR,2018-01-21,L,48,100,38,91,41.8,13,42,31.0,11,14,78.6,5,30,35,26,12,10,9,16,-20,TOR,TOR,@,MIN,2018-01-21,W,48,120,46,88,52.3,16,37,43.2,12,17,70.6,7,47,54,24,18,10,5,17,20
7370,MIN,MIN,vs,HOU,2018-01-21,W,48,112,41,94,43.6,3,12,25.0,27,40,67.5,18,32,50,22,15,13,8,25,2,HOU,HOU,@,MIN,2018-01-21,L,48,110,36,83,43.4,11,25,44.0,27,36,75.0,15,37,52,22,22,12,4,32,-2
7371,MIN,MIN,vs, HOU,2018-01-21,L,48,105,38,83,45.8,5,21,23.8,24,33,72.7,10,30,40,25,14,12,3,20,-24,HOU,HOU,@,MIN,2018-01-21,W,48,129,48,86,55.8,15,30,50.0,18,26,69.2,8,35,43,28,18,12,5,23,24
7372,MIN,MIN,vs, OKC,2018-01-21,L,48,98,38,86,44.2,5,20,25.0,17,25,68.0,11,24,35,24,11,12,3,17,-2,OKC,OKC,@,MIN,2018-01-21,W,48,100,37,86,43.0,7,22,31.8,19,25,76.0,18,36,54,22,17,7,4,21,2
7373,MIN,MIN,vs, DEN,2018-01-21,W,53,112,42,89,47.2,9,23,39.1,19,25,76.0,8,32,40,24,8,10,2,19,6,DEN,DEN,@,MIN,2018-01-21,L,53,106,41,90,45.6,13,32,40.6,11,18,61.1,10,37,47,19,15,4,4,22,-6
7374,MIN,MIN,vs,LAC,2018-01-20,L,48,82,31,77,40.3,5,21,23.8,15,22,68.2,12,33,45,20,17,4,6,12,-13,LAC,LAC,@,MIN,2018-01-20,W,48,95,39,91,42.9,12,31,38.7,5,10,50.0,14,31,45,22,11,11,5,22,13
7375,MIN,MIN,vs,HOU,2018-01-20,L,48,102,41,92,44.6,4,13,30.8,16,21,76.2,12,30,42,20,15,9,2,22,-19,HOU,HOU,@,MIN,2018-01-20,W,48,121,42,84,50.0,12,31,38.7,25,32,78.1,12,36,48,32,15,5,3,18,19
7376,MIN,MIN,vs,PHX,2018-01-20,W,48,105,41,83,49.4,6,15,40.0,17,19,89.5,11,25,36,19,18,17,6,14,12,PHX,PHX,@,MIN,2018-01-20,L,48,93,37,73,50.7,9,20,45.0,10,14,71.4,5,29,34,28,28,10,3,22,-12
7377,MIN,MIN,vs,NOP,2018-01-20,L,48,88,31,78,39.7,4,14,28.6,22,28,78.6,8,35,43,19,11,1,10,22,-12,NOP,NOP,@,MIN,2018-01-20,W,48,100,37,84,44.0,6,21,28.6,20,24,83.3,10,29,39,15,9,6,9,23,12
7378,MIN,MIN,vs, NOP,2018-01-20,W,48,144,56,86,65.1,13,28,46.4,19,23,82.6,5,38,43,41,13,14,8,20,35,NOP,NOP,@,MIN,2018-01-20,L,48,109,40,92,43.5,11,30,36.7,18,22,81.8,10,23,33,31,16,7,0,16,-35
7379,MIN,MIN,vs,OKC,2018-01-20,L,48,110,42,84,50.0,4,11,36.4,22,34,64.7,10,29,39,19,13,7,4,23,-5,OKC,OKC,@,MIN,2018-01-20,W,48,115,40,91,44.0,7,25,28.0,28,32,87.5,17,36,53,17,14,6,8,28,5
7380,MIN,MIN,vs,UTA,2018-01-20,L,48,80,32,75,42.7,2,17,11.8,14,18,77.8,3,35,38,21,12,7,3,18,-16,UTA,UTA,@,MIN,2018-01-20,W,48,96,36,77,46.8,3,10,30.0,21,23,91.3,3,38,41,21,10,11,2,18,16
7381,MIN,MIN,vs,OKC,2018-01-20,L,48,113,39,84,46.4,6,19,31.6,29,35,82.9,14,25,39,22,16,12,4,23,-25,OKC,OKC,@,MIN,2018-01-20,W,48,138,52,95,54.7,12,28,42.9,22,31,71.0,18,28,46,22,13,10,6,25,25
7382,MIN,MIN,vs,UTA,2018-01-20,L,58,130,40,97,41.2,8,25,32.0,42,54,77.8,13,32,45,24,15,12,5,24,-6,UTA,UTA,@,MIN,2018-01-20,W,58,136,53,108,49.1,6,24,25.0,24,29,82.8,22,38,60,30,19,10,9,34,6
7383,MIN,MIN,vs,MEM,2018-01-20,L,48,84,26,73,35.6,7,22,31.8,25,30,83.3,14,32,46,16,18,6,7,12,-7,MEM,MEM,@,MIN,2018-01-20,W,48,91,40,91,44.0,5,13,38.5,6,11,54.5,15,27,42,24,12,11,7,21,7
7384,MIN,MIN,vs,GSW,2018-01-20,L,48,88,30,82,36.6,7,26,26.9,21,21,100.0,9,37,46,18,13,1,10,13,-5,GSW,GSW,@,MIN,2018-01-20,W,48,93,41,92,44.6,5,16,31.3,6,10,60.0,11,34,45,18,9,6,7,17,5
7385,MIN,MIN,vs,DEN,2018-01-20,L,48,102,40,89,44.9,10,27,37.0,12,19,63.2,8,21,29,22,13,5,4,14,-29,DEN,DEN,@,MIN,2018-01-20,W,48,131,56,89,62.9,5,10,50.0,14,20,70.0,12,36,48,30,16,9,4,22,29
7386,MIN,MIN,vs, WAS,2018-01-20,L,48,109,42,88,47.7,13,36,36.1,12,21,57.1,11,32,43,17,20,9,3,22,-21,WAS,WAS,@,MIN,2018-01-20,W,48,130,49,89,55.1,16,33,48.5,16,21,76.2,8,35,43,35,16,9,3,19,21
7387,MIN,MIN,vs, SAS,2018-01-20,W,48,96,34,81,42.0,9,26,34.6,19,23,82.6,9,43,52,19,14,6,3,17,8,SAS,SAS,@,MIN,2018-01-20,L,48,88,36,94,38.3,8,30,26.7,8,14,57.1,9,36,45,21,10,4,5,16,-8
7388,MIN,MIN,vs, MEM,2018-01-20,L,48,107,39,90,43.3,9,37,24.3,20,24,83.3,11,37,48,27,13,3,6,18,-11,MEM,MEM,@,MIN,2018-01-20,W,48,118,50,106,47.2,8,25,32.0,10,13,76.9,15,32,47,33,7,11,5,24,11
7389,MIN,MIN,vs, ORL,2018-01-20,L,48,96,36,85,42.4,15,35,42.9,9,14,64.3,8,35,43,25,16,5,12,20,-1,ORL,ORL,@,MIN,2018-01-20,W,48,97,36,92,39.1,10,31,32.3,15,21,71.4,13,35,48,26,12,5,8,17,1
7390,MIN,MIN,vs, ATL,2018-01-20,L,48,98,40,93,43.0,8,32,25.0,10,12,83.3,10,30,40,30,13,14,8,21,-18,ATL,ATL,@,MIN,2018-01-20,W,48,116,38,83,45.8,15,35,42.9,25,30,83.3,13,42,55,21,17,9,12,16,18
7391,MIN,MIN,vs, NOP,2018-01-20,W,48,120,39,91,42.9,12,34,35.3,30,37,81.1,14,36,50,23,13,14,4,22,10,NOP,NOP,@,MIN,2018-01-20,L,48,110,40,87,46.0,10,33,30.3,20,28,71.4,10,32,42,21,21,5,4,24,-10
7392,MIN,MIN,vs, PHI,2018-01-19,L,48,94,35,82,42.7,10,33,30.3,14,18,77.8,4,34,38,20,18,3,4,29,-24,PHI,PHI,@,MIN,2018-01-19,W,48,118,39,87,44.8,8,16,50.0,32,38,84.2,12,39,51,20,10,11,6,17,24
7393,MIN,MIN,vs, DEN,2018-01-19,L,48,109,44,85,51.8,10,31,32.3,11,16,68.8,9,27,36,30,14,11,6,17,-15,DEN,DEN,@,MIN,2018-01-19,W,48,124,45,92,48.9,19,45,42.2,15,21,71.4,13,30,43,34,15,6,4,11,15
7394,MIN,MIN,vs, CLE,2018-01-19,W,48,109,41,91,45.1,16,40,40.0,11,15,73.3,7,27,34,24,10,10,11,25,5,CLE,CLE,@,MIN,2018-01-19,L,48,104,41,84,48.8,4,16,25.0,18,23,78.3,10,45,55,20,19,3,3,14,-5
7395,MIN,MIN,vs, SAS,2018-01-19,L,53,122,48,96,50.0,15,30,50.0,11,17,64.7,11,42,53,29,17,1,7,20,-3,SAS,SAS,@,MIN,2018-01-19,W,53,125,44,101,43.6,13,32,40.6,24,29,82.8,12,36,48,22,6,8,3,19,3
7396,MIN,MIN,vs, CLE,2018-01-19,W,48,131,44,87,50.6,10,25,40.0,33,35,94.3,9,31,40,28,14,9,7,21,8,CLE,CLE,@,MIN,2018-01-19,L,48,123,45,93,48.4,8,23,34.8,25,29,86.2,13,30,43,26,14,5,2,24,-8
7397,MIN,MIN,vs, UTA,2018-01-19,W,48,100,36,81,44.4,7,22,31.8,21,26,80.8,10,34,44,17,16,11,2,17,3,UTA,UTA,@,MIN,2018-01-19,L,48,97,37,77,48.1,9,22,40.9,14,17,82.4,7,31,38,23,19,10,8,21,-3
7398,MIN,MIN,vs, IND,2018-01-19,W,48,101,36,85,42.4,7,33,21.2,22,24,91.7,8,39,47,24,15,9,12,17,10,IND,IND,@,MIN,2018-01-19,L,48,91,36,92,39.1,8,26,30.8,11,16,68.8,12,33,45,18,15,6,6,24,-10
7399,MIN,MIN,vs, IND,2018-01-19,L,48,107,42,86,48.8,9,24,37.5,14,22,63.6,9,18,27,27,14,9,4,14,-23,IND,IND,@,MIN,2018-01-19,W,48,130,56,84,66.7,10,22,45.5,8,11,72.7,8,34,42,31,18,8,2,21,23
7400,MIN,MIN,vs, MIL,2018-01-19,L,48,95,36,112,32.1,10,43,23.3,13,18,72.2,17,32,49,19,8,10,6,15,-30,MIL,MIL,@,MIN,2018-01-19,W,48,125,49,92,53.3,19,46,41.3,8,11,72.7,7,55,62,32,18,4,8,23,30
7401,MIN,MIN,vs,SAC,2018-01-19,L,48,116,43,91,47.3,8,18,44.4,22,28,78.6,11,35,46,22,13,5,8,32,-1,SAC,SAC,@,MIN,2018-01-19,W,48,117,39,85,45.9,4,11,36.4,35,47,74.5,14,31,45,25,13,8,4,24,1
7402,MIN,MIN,vs, OKC,2018-01-19,W,48,119,42,86,48.8,8,22,36.4,27,35,77.1,17,27,44,23,16,5,7,21,3,OKC,OKC,@,MIN,2018-01-19,L,48,116,43,86,50.0,8,28,28.6,22,25,88.0,11,24,35,19,14,8,9,29,-3
7403,MIN,MIN,vs, MIA,2018-01-19,W,48,116,39,91,42.9,13,45,28.9,25,33,75.8,14,32,46,24,16,12,1,17,7,MIA,MIA,@,MIN,2018-01-19,L,48,109,42,85,49.4,15,36,41.7,10,15,66.7,7,34,41,25,23,7,9,23,-7
7404,MIN,MIN,vs,MIL,2018-01-19,W,48,96,32,85,37.6,6,22,27.3,26,36,72.2,20,42,62,13,19,8,11,27,11,MIL,MIL,@,MIN,2018-01-19,L,48,85,31,87,35.6,3,20,15.0,20,25,80.0,9,30,39,18,14,4,5,29,-11
7405,MIN,MIN,vs, LAL,2018-01-19,W,48,124,42,98,42.9,14,29,48.3,26,30,86.7,20,31,51,26,15,11,12,14,4,LAL,LAL,@,MIN,2018-01-19,L,48,120,49,104,47.1,12,33,36.4,10,15,66.7,17,31,48,24,18,8,8,24,-4
7406,MIN,MIN,vs,ORL,2018-01-18,W,53,120,42,100,42.0,8,25,32.0,28,34,82.4,14,35,49,27,15,7,3,19,5,ORL,ORL,@,MIN,2018-01-18,L,53,115,47,100,47.0,10,27,37.0,11,18,61.1,14,40,54,21,18,7,6,29,-5
7407,MIN,MIN,vs,DET,2018-01-18,W,48,97,37,76,48.7,4,10,40.0,19,28,67.9,10,33,43,18,12,8,3,21,6,DET,DET,@,MIN,2018-01-18,L,48,91,38,91,41.8,7,21,33.3,8,13,61.5,14,32,46,20,12,3,5,24,-6
7408,MIN,MIN,vs, UTA,2018-01-18,W,48,128,50,86,58.1,12,25,48.0,16,24,66.7,7,34,41,19,16,10,8,28,3,UTA,UTA,@,MIN,2018-01-18,L,48,125,47,97,48.5,13,30,43.3,18,30,60.0,20,28,48,25,14,9,5,22,-3
7409,MIN,MIN,vs,OKC,2018-01-18,W,48,100,33,77,42.9,8,20,40.0,26,33,78.8,9,35,44,21,16,14,2,21,19,OKC,OKC,@,MIN,2018-01-18,L,48,81,29,83,34.9,7,31,22.6,16,19,84.2,14,28,42,16,21,5,6,28,-19
7410,MIN,MIN,vs,CHI,2018-01-18,L,48,105,38,85,44.7,4,12,33.3,25,31,80.6,13,29,42,26,11,9,4,29,-1,CHI,CHI,@,MIN,2018-01-18,W,48,106,33,69,47.8,9,23,39.1,31,40,77.5,5,33,38,15,17,3,8,24,1
7411,MIN,MIN,vs, MEM,2018-01-18,W,48,116,43,78,55.1,12,20,60.0,18,23,78.3,10,40,50,29,21,10,5,22,36,MEM,MEM,@,MIN,2018-01-18,L,48,80,27,75,36.0,4,24,16.7,22,29,75.9,8,24,32,10,21,17,4,22,-36
7412,MIN,MIN,vs,SAC,2018-01-18,W,48,92,32,87,36.8,2,17,11.8,26,36,72.2,17,36,53,17,11,4,10,17,12,SAC,SAC,@,MIN,2018-01-18,L,48,80,32,89,36.0,3,16,18.8,13,16,81.3,11,32,43,17,12,7,4,34,-12
7413,MIN,MIN,vs, POR,2018-01-18,L,48,101,34,79,43.0,3,13,23.1,30,39,76.9,8,33,41,22,15,10,4,22,-5,POR,POR,@,MIN,2018-01-18,W,48,106,41,89,46.1,9,30,30.0,15,20,75.0,11,35,46,18,16,5,6,27,5
7414,MIN,MIN,vs, DEN,2018-01-17,L,48,99,35,88,39.8,9,22,40.9,20,25,80.0,14,29,43,20,16,8,4,22,-3,DEN,DEN,@,MIN,2018-01-17,W,48,102,39,81,48.1,6,22,27.3,18,25,72.0,7,37,44,24,22,10,2,24,3
7415,MIN,MIN,vs, DAL,2018-01-17,W,48,112,43,79,54.4,10,24,41.7,16,20,80.0,10,38,48,33,19,7,9,20,13,DAL,DAL,@,MIN,2018-01-17,L,48,99,40,87,46.0,10,27,37.0,9,12,75.0,7,24,31,18,15,7,2,19,-13
7416,MIN,MIN,vs, MIL,2018-01-17,L,48,106,37,103,35.9,13,43,30.2,19,22,86.4,13,34,47,20,16,12,4,23,-28,MIL,MIL,@,MIN,2018-01-17,W,48,134,50,93,53.8,14,39,35.9,20,30,66.7,11,46,57,24,17,8,6,20,28
7417,MIN,MIN,vs,ATL,2018-01-17,L,48,103,42,99,42.4,8,22,36.4,11,12,91.7,16,26,42,24,11,8,8,22,-10,ATL,ATL,@,MIN,2018-01-17,W,48,113,44,81,54.3,4,18,22.2,21,26,80.8,8,35,43,27,15,5,8,15,10
7418,MIN,MIN,vs, MIA,2018-01-17,L,48,84,30,85,35.3,4,12,33.3,20,22,90.9,10,34,44,16,16,7,6,27,-12,MIA,MIA,@,MIN,2018-01-17,W,48,96,37,76,48.7,4,14,28.6,18,25,72.0,7,35,42,14,16,6,6,19,12
7419,MIN,MIN,vs, CHA,2018-01-17,W,48,112,38,83,45.8,10,24,41.7,26,30,86.7,12,42,54,20,16,4,4,19,18,CHA,CHA,@,MIN,2018-01-17,L,48,94,37,89,41.6,9,28,32.1,11,21,52.4,10,30,40,24,11,8,3,24,-18
7420,MIN,MIN,vs,GSW,2018-01-17,L,48,93,34,90,37.8,4,16,25.0,21,27,77.8,10,30,40,22,19,6,3,19,-13,GSW,GSW,@,MIN,2018-01-17,W,48,106,42,84,50.0,8,20,40.0,14,20,70.0,9,40,49,23,21,12,11,29,13
7421,MIN,MIN,vs,ORL,2018-01-17,W,48,90,34,76,44.7,7,20,35.0,15,22,68.2,13,33,46,22,20,11,9,18,15,ORL,ORL,@,MIN,2018-01-17,L,48,75,28,80,35.0,3,12,25.0,16,20,80.0,12,29,41,17,20,6,7,22,-15
7422,MIN,MIN,vs,DAL,2018-01-17,W,48,116,41,89,46.1,8,20,40.0,26,30,86.7,16,28,44,26,15,8,6,15,8,DAL,DAL,@,MIN,2018-01-17,L,48,108,44,90,48.9,10,22,45.5,10,15,66.7,14,26,40,21,18,9,7,21,-8
7423,MIN,MIN,vs, GSW,2018-01-17,W,53,125,48,111,43.2,9,36,25.0,20,29,69.0,20,39,59,20,19,10,10,23,6,GSW,GSW,@,MIN,2018-01-17,L,53,119,43,103,41.7,10,35,28.6,23,24,95.8,13,36,49,18,20,12,9,26,-6
7424,MIN,MIN,vs,IND,2018-01-17,W,48,96,35,70,50.0,2,9,22.2,24,28,85.7,5,29,34,23,16,7,5,16,2,IND,IND,@,MIN,2018-01-17,L,48,94,37,84,44.0,5,18,27.8,15,17,88.2,11,26,37,18,13,7,4,21,-2
7425,MIN,MIN,vs, CHA,2018-01-17,L,48,95,36,80,45.0,9,19,47.4,14,19,73.7,10,38,48,25,22,6,4,21,-9,CHA,CHA,@,MIN,2018-01-17,W,48,104,38,78,48.7,8,26,30.8,20,27,74.1,4,30,34,18,16,8,5,20,9
7426,MIN,MIN,vs, DEN,2018-01-17,L,53,98,34,97,35.1,6,45,13.3,24,33,72.7,15,38,53,22,13,9,10,23,-2,DEN,DEN,@,MIN,2018-01-17,W,53,100,39,101,38.6,11,28,39.3,11,17,64.7,14,43,57,26,20,6,4,30,2
7427,MIN,MIN,vs,NYK,2018-01-17,W,48,112,44,101,43.6,8,20,40.0,16,21,76.2,17,39,56,22,14,9,8,22,9,NYK,NYK,@,MIN,2018-01-17,L,48,103,35,92,38.0,11,29,37.9,22,25,88.0,11,32,43,22,14,9,11,17,-9
7428,MIN,MIN,vs,HOU,2018-01-17,L,48,101,36,81,44.4,6,12,50.0,23,30,76.7,9,32,41,22,14,6,6,17,-12,HOU,HOU,@,MIN,2018-01-17,W,48,113,43,89,48.3,13,28,46.4,14,19,73.7,13,27,40,25,13,7,7,29,12
7429,MIN,MIN,vs, GSW,2018-01-17,L,48,116,43,87,49.4,3,9,33.3,27,36,75.0,15,32,47,21,13,4,1,18,-13,GSW,GSW,@,MIN,2018-01-17,W,48,129,48,89,53.9,18,38,47.4,15,16,93.8,6,27,33,34,11,8,7,25,13
7430,MIN,MIN,vs, LAC,2018-01-17,L,48,105,40,89,44.9,8,22,36.4,17,21,81.0,15,24,39,26,13,11,3,31,-14,LAC,LAC,@,MIN,2018-01-17,W,48,119,40,76,52.6,11,24,45.8,28,37,75.7,9,33,42,25,14,7,4,19,14
7431,MIN,MIN,vs, BKN,2018-01-17,W,48,120,42,80,52.5,10,23,43.5,26,31,83.9,9,43,52,26,23,8,6,17,7,BKN,BKN,@,MIN,2018-01-17,L,48,113,40,101,39.6,18,50,36.0,15,22,68.2,19,23,42,28,13,10,2,29,-7
7432,MIN,MIN,vs,CLE,2018-01-17,W,48,124,45,82,54.9,11,22,50.0,23,26,88.5,8,41,49,34,9,5,5,20,29,CLE,CLE,@,MIN,2018-01-17,L,48,95,36,87,41.4,5,16,31.3,18,21,85.7,10,27,37,18,11,4,1,18,-29
7433,MIN,MIN,vs, LAL,2018-01-17,W,48,125,42,80,52.5,13,27,48.1,28,42,66.7,9,35,44,28,10,10,4,19,26,LAL,LAL,@,MIN,2018-01-17,L,48,99,33,71,46.5,8,24,33.3,25,30,83.3,5,34,39,16,17,6,5,31,-26
7434,MIN,MIN,vs, SAS,2018-01-16,W,48,129,45,91,49.5,11,34,32.4,28,34,82.4,13,37,50,25,10,11,4,25,15,SAS,SAS,@,MIN,2018-01-16,L,48,114,44,90,48.9,3,17,17.6,23,29,79.3,10,34,44,24,12,4,4,23,-15
7435,MIN,MIN,vs,CHA,2018-01-16,L,48,87,31,81,38.3,5,19,26.3,20,37,54.1,19,34,53,20,17,7,11,14,-2,CHA,CHA,@,MIN,2018-01-16,W,48,89,38,84,45.2,4,16,25.0,9,14,64.3,9,34,43,15,18,11,12,26,2
7436,MIN,MIN,vs, NOP,2018-01-16,W,48,107,37,90,41.1,14,32,43.8,19,24,79.2,11,36,47,29,16,14,6,22,7,NOP,NOP,@,MIN,2018-01-16,L,48,100,40,94,42.6,9,28,32.1,11,18,61.1,10,36,46,25,18,7,6,21,-7
7437,MIN,MIN,vs, MEM,2018-01-16,L,48,106,41,82,50.0,5,16,31.3,19,21,90.5,9,24,33,20,12,10,2,24,-8,MEM,MEM,@,MIN,2018-01-16,W,48,114,40,71,56.3,9,17,52.9,25,27,92.6,4,30,34,21,16,7,6,16,8
7438,MIN,MIN,vs, CHA,2018-01-16,L,48,108,38,89,42.7,15,35,42.9,17,21,81.0,14,29,43,25,18,4,5,19,-7,CHA,CHA,@,MIN,2018-01-16,W,48,115,43,80,53.8,11,24,45.8,18,22,81.8,4,33,37,25,13,10,6,17,7
7439,MIN,MIN,vs, SAS,2018-01-16,W,48,98,39,87,44.8,9,18,50.0,11,16,68.8,11,30,41,27,7,9,4,16,12,SAS,SAS,@,MIN,2018-01-16,L,48,86,33,79,41.8,7,24,29.2,13,15,86.7,13,32,45,20,16,4,4,18,-12
7440,MIN,MIN,vs, WAS,2018-01-16,L,48,116,42,89,47.2,11,37,29.7,21,29,72.4,9,34,43,26,20,6,5,20,-21,WAS,WAS,@,MIN,2018-01-16,W,48,137,54,100,54.0,10,28,35.7,19,25,76.0,13,38,51,38,14,10,5,22,21
7441,MIN,MIN,vs,GSW,2018-01-16,L,48,98,34,79,43.0,7,18,38.9,23,29,79.3,11,23,34,19,12,6,12,23,-8,GSW,GSW,@,MIN,2018-01-16,W,48,106,43,85,50.6,2,15,13.3,18,26,69.2,17,33,50,21,16,3,5,26,8
7442,MIN,MIN,vs,BOS,2018-01-15,W,48,106,40,94,42.6,7,23,30.4,19,22,86.4,16,34,50,19,13,13,3,17,18,BOS,BOS,@,MIN,2018-01-15,L,48,88,34,86,39.5,5,18,27.8,15,18,83.3,15,35,50,14,22,6,8,21,-18
